frame_id,centor_x,centor_y,width,height,area,avg,std,max_gauss,min_gauss,strong_gauss,week_gauss,complexity,num_of_magnetic_neural_lines,total_length_of_magnetic_neural_lines,complexity_of_magnetic_neural_lines
238,385,251,49,37,1813,-1.005129619,71.20137699,482.95,-747.5,33,1780,0.297297297,15,122.5,0.209597352
238,421,200,32,27,864,-24.37986111,74.24164028,669.125,-758.25,3,861,0.304398148,4,54,0.199074074
239,36,213,24,28,672,-3.385900298,92.11000245,271.2,-969.075,11,661,0.30952381,4,16.5,0.133928571
239,108,353,38,39,1482,-3.313006073,115.6891227,964.9,-834.625,50,1432,0.284750337,9,86,0.172739541
239,214,216,49,64,3136,13.18930166,119.3258229,663.875,-1811.85,132,3004,0.290497449,21,188,0.222895408
239,253,196,42,55,2310,-11.27080087,117.9922496,790.975,-1700.925,36,2274,0.309090909,14,140.5,0.167965368
239,253,198,1,1,1,9.375,0,9.375,9.375,0,1,0,0,0,0
239,353,218,30,43,1290,24.93364341,69.32935861,619.775,-224.775,46,1244,0.299224806,10,73,0.193023256
239,425,245,35,27,945,2.755740741,69.32826788,533.55,-465.125,20,925,0.273015873,6,105.5,0.206349206
239,442,345,33,31,1023,0.584726295,56.59635478,790.95,-689.375,6,1017,0.332355816,5,59,0.131964809
239,450,195,25,27,675,-19.82488889,75.61495082,446.625,-803,2,673,0.324444444,6,37.5,0.179259259
240,51,215,36,37,1332,-2.31158033,114.9252977,841.275,-1082.45,27,1305,0.301051051,9,97.5,0.219219219
240,155,360,52,44,2288,-4.511833479,139.8442663,1186.9,-1021.425,81,2207,0.280594406,12,150,0.186625874
240,267,228,49,49,2401,5.067607247,126.9516933,880.45,-1579.25,84,2317,0.30362349,16,135.5,0.182007497
240,304,202,56,75,4200,-13.08660714,141.9638657,1491.85,-1579.25,72,4128,0.296190476,23,235.5,0.208571429
240,399,231,38,36,1368,9.422313596,90.0368909,1184.9,-757.425,34,1334,0.301900585,7,37,0.14254386
240,418,206,26,28,728,-17.21239698,54.69910219,67.425,-492.05,0,728,0.317307692,5,29,0.18543956
241,78,211,46,53,2438,0.377307219,133.2111449,1265.65,-1305.7,85,2353,0.267022149,8,151,0.141509434
241,198,361,64,50,3200,0.604125,131.6200546,1355.775,-1175.75,94,3106,0.283125,19,179.5,0.1903125
241,277,167,25,25,625,16.17056,50.15872992,433.6,-43.2,16,609,0.32,3,27.5,0.1456
241,315,213,55,59,3245,10.2729661,97.77290678,901.8,-1283.675,93,3152,0.311248074,25,159.5,0.182434515
241,348,191,62,57,3534,-3.412860781,133.7246937,1494.525,-1427.625,83,3451,0.300792303,20,219,0.21279004
241,436,218,40,56,2240,3.480022321,79.62483696,794.575,-812.725,43,2197,0.277232143,16,190.5,0.218303571
242,114,216,55,53,2915,-0.722993139,167.8629211,1205.05,-1576.05,134,2781,0.2864494,13,276,0.205488851
242,253,364,53,42,2226,-0.663218778,140.830154,1258.125,-1118.65,80,2146,0.278975741,15,166,0.187780773
242,367,221,46,37,1702,2.629861927,95.98702294,676.325,-986.05,42,1660,0.293184489,12,90,0.192714454
242,391,187,59,57,3363,-1.441198335,108.377859,1046.775,-1069.475,74,3289,0.30121915,21,220.5,0.214689266
242,462,195,29,37,1073,0.367404473,72.27409376,659,-443.45,14,1059,0.290773532,6,35.5,0.145386766
242,471,224,25,27,675,-2.949777778,75.54694121,606.275,-636.225,11,664,0.291851852,4,22.5,0.182222222
243,71,386,33,29,957,-6.566431557,79.45978513,662.85,-482.225,14,943,0.31138976,3,49,0.195402299
243,98,349,26,26,676,7.760872781,59.5964352,423.025,-342.725,13,663,0.313609467,5,36,0.230769231
243,158,220,63,54,3402,-5.058142269,176.574512,1072.675,-1663.575,173,3229,0.272192828,22,179.5,0.180188125
243,280,210,25,26,650,-19.91346154,64.69383551,64.9,-713.25,0,650,0.332307692,3,17.5,0.121538462
243,299,363,60,45,2700,-1.176287037,112.1519485,1306.7,-1017.925,67,2633,0.281481481,20,128.5,0.194814815
243,401,211,25,28,700,17.57639286,61.62487921,635.7,-54.675,20,680,0.324285714,5,53,0.214285714
243,413,173,32,29,928,22.13262392,90.99336449,789.6,-282.575,34,894,0.292025862,7,53,0.247844828
243,437,189,33,46,1518,-20.45512187,88.53668914,344.775,-957.025,2,1516,0.297760211,11,126,0.19828722
243,476,186,28,32,896,-5.801171875,108.3000166,1133.775,-562.425,13,883,0.283482143,4,44.5,0.219866071
244,84,198,29,27,783,-6.052362708,61.72042776,651.975,-729.3,8,775,0.339719029,7,20.5,0.151979566
244,98,390,40,38,1520,1.951891447,94.86086246,1196.625,-595.225,32,1488,0.319078947,11,57,0.175
244,136,354,26,25,650,12.25380769,79.72088783,597.425,-572.275,23,627,0.303076923,5,29.5,0.172307692
244,213,221,81,54,4374,-6.384756516,185.5527639,1349.975,-1928.6,211,4163,0.274577046,21,172.5,0.155235482
244,349,360,49,41,2009,0.599228472,104.5771698,1084.55,-798.85,59,1950,0.278745645,13,99.5,0.18566451
244,439,209,25,27,675,10.82807407,53.68554989,450.55,-216.5,15,660,0.291851852,5,28,0.176296296
244,451,172,50,34,1700,4.385544118,67.00765318,576.525,-758.675,26,1674,0.304117647,8,114.5,0.179411765
245,127,199,25,27,675,-13.40355556,78.5217193,531.275,-882.875,5,670,0.352592593,8,32,0.219259259
245,130,395,45,38,1710,7.331403509,117.5772882,1282.35,-734.65,47,1663,0.291812865,20,97,0.20877193
245,183,362,27,31,837,14.51893668,78.43311558,615.525,-415.6,24,813,0.283154122,6,65,0.191158901
245,208,188,24,26,624,20.12508013,55.11437619,404.5,-23.75,18,606,0.331730769,7,25,0.216346154
245,265,221,88,55,4840,-6.861885331,169.5702594,1354.65,-1709.675,207,4633,0.26838843,27,383.5,0.164256198
245,392,353,32,33,1056,1.473579545,119.035247,1042.175,-600.1,45,1011,0.285037879,6,88,0.149621212
246,44,173,32,42,1344,6.732012649,101.9709985,742.325,-1028.55,29,1315,0.296130952,6,44,0.175595238
246,175,395,38,31,1178,21.76608659,132.8811459,1357.625,-573.7,56,1122,0.292020374,9,58.5,0.182512733
246,226,363,44,43,1892,4.615354123,64.36764074,682,-465.05,38,1854,0.319767442,13,97.5,0.182346723
246,319,220,86,51,4386,-6.771773826,157.6846793,1127.525,-1525.85,181,4205,0.266073871,25,346.5,0.149794802
246,427,341,34,45,1530,-0.162189542,67.76853842,546.725,-626.1,28,1502,0.300653595,10,61,0.152941176
247,59,179,37,44,1628,2.504391892,139.442879,871.375,-1507.875,48,1580,0.288697789,13,56.5,0.19963145
247,209,400,58,41,2378,5.57984651,108.4371628,1401.575,-565.9,69,2309,0.291000841,11,109.5,0.187973087
247,288,366,25,26,650,15.92861538,69.78934027,547.275,-439.625,20,630,0.310769231,6,68,0.249230769
247,366,217,84,52,4368,-5.468480998,133.6925671,997.475,-1320.9,147,4221,0.271062271,28,284.5,0.185210623
248,81,181,48,49,2352,-1.008195153,162.3623117,788.325,-1778.5,81,2271,0.293792517,15,160.5,0.202380952
248,235,409,34,27,918,-31.36881808,79.86150403,418.8,-599.25,2,916,0.258169935,7,91,0.201525054
248,263,394,37,33,1221,28.14131859,123.9355382,1365.05,-278.4,61,1160,0.280917281,6,45.5,0.165438165
248,269,202,25,28,700,-13.40067857,63.4893823,598.025,-501.95,1,699,0.292857143,9,23.5,0.202857143
248,357,193,26,26,676,18.80428994,60.45125988,653.55,-33.125,15,661,0.318047337,5,33,0.208579882
248,408,211,66,53,3498,-6.959269583,125.1177688,882.475,-1145.75,104,3394,0.276157804,22,334,0.192109777
249,114,189,54,42,2268,-5.136320547,214.5516113,1022.95,-1930.725,116,2152,0.275132275,12,294.5,0.211640212
249,141,341,40,30,1200,-1.2971875,114.8775564,1162.75,-1048.575,23,1177,0.3,8,112,0.178333333
249,207,187,25,25,625,9.0268,101.8390197,1129.975,-1003.85,9,616,0.3312,6,21,0.2128
249,295,402,62,41,2542,3.563267113,92.36971235,1158.775,-737,46,2496,0.303697876,15,106.5,0.180959874
249,445,209,55,47,2585,-6.235715667,108.6567588,957.675,-965.325,59,2526,0.280077369,19,163,0.179497099
250,38,237,24,25,600,0.445833333,47.95483747,276.425,-321.225,7,593,0.316666667,4,14,0.13
250,150,188,66,54,3564,-2.177546296,200.1197469,974.725,-2269.725,169,3395,0.285634119,17,258.5,0.205667789
250,190,340,47,34,1598,2.215409887,115.9311532,1350.55,-902.65,37,1561,0.310387985,14,110,0.198998748
250,336,399,65,45,2925,1.212675214,81.63513796,1086.25,-592.225,44,2881,0.308717949,23,330,0.214700855
250,466,203,45,46,2070,-0.161280193,100.2767047,1139.075,-2267.3,39,2031,0.302415459,14,127,0.198550725
251,46,233,24,26,624,0.170753205,62.7289274,474.575,-563.125,7,617,0.331730769,4,24.5,0.21474359
251,107,344,25,25,625,-4.49492,59.5140671,325.325,-877.35,3,622,0.3296,7,31.5,0.1888
251,188,193,81,49,3969,-5.425012598,199.5670185,896.1,-2248.325,174,3795,0.281431091,20,264.5,0.198538675
251,243,342,50,45,2250,1.357433333,118.0939819,1161.9,-1008.8,54,2196,0.309333333,12,162,0.204444444
251,244,215,34,26,884,-8.780514706,82.67467792,784.325,-843.75,8,876,0.328054299,5,30,0.150452489
251,359,405,27,27,729,-21.9116941,65.23541094,182.7,-654.625,0,729,0.296296296,7,33.5,0.205761317
251,392,388,27,27,729,27.98203018,107.8918875,967.35,-600.975,35,694,0.275720165,4,25.5,0.135802469
251,451,214,26,26,676,-3.023409763,47.74271611,536.225,-424.25,2,674,0.319526627,7,21.5,0.174556213
252,48,179,30,28,840,-1.277440476,99.82003373,407.85,-1208.95,14,826,0.305952381,9,37,0.246428571
252,71,237,37,30,1110,-3.583400901,88.67302647,736.6,-1029.525,16,1094,0.331531532,7,71.5,0.190990991
252,111,249,28,28,784,-7.767059949,67.34057182,484.8,-550.275,8,776,0.306122449,6,54.5,0.18622449
252,156,348,41,29,1189,-1.783599664,94.53611993,896.95,-1083.85,21,1168,0.312026913,6,63,0.206896552
252,234,193,83,48,3984,-4.889721386,199.3019198,801.85,-2328.075,182,3802,0.273092369,25,246,0.186997992
252,294,214,27,25,675,-4.03862963,107.9835765,1091,-1279.75,13,662,0.328888889,6,35,0.2
252,299,341,56,45,2520,1.931547619,115.3792984,1278.85,-830.8,61,2459,0.309126984,15,125.5,0.182539683
252,396,400,29,27,783,-14.36436782,54.81198429,176.075,-503.125,0,783,0.318007663,4,38,0.191570881
252,422,383,32,27,864,15.34577546,87.51815954,818.975,-743.325,21,843,0.291666667,6,54,0.190972222
253,48,199,26,30,780,5.65375,68.69531124,465.3,-400.9,16,764,0.292307692,7,35.5,0.220512821
253,64,171,46,55,2530,3.834328063,109.2851634,1132.925,-1268.725,68,2462,0.301976285,11,111.5,0.211462451
253,110,239,45,31,1395,-7.098494624,104.3315616,872.2,-1508.6,27,1368,0.291039427,10,79.5,0.210752688
253,159,251,31,28,868,-11.09795507,75.11196031,389.45,-729.425,6,862,0.312211982,9,42.5,0.220046083
253,207,349,49,37,1813,-3.364120243,114.5230246,924,-1242.15,36,1777,0.305019305,11,86,0.181467181
253,282,191,83,49,4067,-5.349741824,195.2136473,852.175,-2250.85,172,3895,0.280550775,17,202,0.167445291
253,317,218,24,25,600,6.604833333,61.07899296,630.275,-459.9,11,589,0.336666667,6,17,0.171666667
253,352,338,58,47,2726,1.599679017,81.36939025,1077.475,-805.525,45,2681,0.297138665,17,146,0.183418929
253,360,216,26,26,676,-14.49619083,69.41333415,506.9,-713.725,2,674,0.328402367,6,17,0.122781065
253,397,348,25,25,625,2.51832,79.86879823,987.45,-731.55,7,618,0.336,6,27.5,0.2208
253,444,375,33,31,1023,6.163245357,83.73457967,602.1,-907.575,29,994,0.327468231,6,63.5,0.183773216
254,75,187,2,1,2,20.1125,5.8375,25.95,14.275,0,2,0,0,0,0
254,80,187,5,4,20,8.74125,11.80461847,41.45,-5.925,0,20,0.3,0,0,0
254,97,186,78,77,6006,1.591358641,118.6984482,1017.85,-1407.775,201,5805,0.28987679,41,336.5,0.2004662
254,136,245,1,1,1,-4.675,0,-4.675,-4.675,0,1,0,0,0,0
254,147,244,67,31,2077,-12.21621329,106.8523698,914.225,-1532.65,21,2056,0.290804044,10,98.5,0.169475205
254,206,250,45,34,1530,-2.493513072,72.38541085,679.95,-916.575,13,1517,0.318954248,10,63,0.134640523
254,261,351,50,38,1900,-3.182592105,109.6237669,724.275,-1095.25,48,1852,0.313157895,16,151,0.202631579
254,330,190,83,52,4316,-2.495117006,171.6629065,994.125,-1925.2,182,4134,0.275949954,30,257.5,0.195551437
254,390,336,40,39,1560,-0.015080128,71.81373573,607.625,-527.925,28,1532,0.294230769,11,96.5,0.204487179
254,391,207,35,31,1085,-7.57797235,128.0785003,1257.975,-1166.25,24,1061,0.328110599,7,158.5,0.2
254,429,345,39,34,1326,7.819777526,110.1555671,899.95,-858.6,40,1286,0.322021116,11,78.5,0.214932127
255,119,191,1,4,4,2.31875,6.653837591,10.7,-7.925,0,4,0.5,0,0,0
255,119,194,1,1,1,0.575,0,0.575,0.575,0,1,0,0,0,0
255,120,199,2,4,8,-3.009375,15.02094339,19.075,-25.85,0,8,0.25,0,0,0
255,133,193,98,80,7840,0.126179847,137.9437525,1220.9,-1599.35,309,7531,0.281760204,46,524,0.198214286
255,171,363,57,30,1710,12.08979532,95.2898187,763.225,-1025.325,57,1653,0.321637427,11,141,0.233333333
255,187,247,89,38,3382,-4.127513306,87.62064264,669.8,-1401.25,57,3325,0.304553519,24,176,0.191602602
255,215,216,27,26,702,-19.86520655,67.22662242,80.175,-638.95,0,702,0.327635328,6,30,0.185185185
255,268,255,33,28,924,-15.29039502,78.48928203,606.6,-846.475,4,920,0.300865801,5,52,0.151515152
255,315,350,48,39,1872,0.814997329,105.3292979,1208.525,-797.025,49,1823,0.291666667,8,59,0.137820513
255,379,186,65,51,3315,-4.697835596,163.407591,733.7,-1410.175,132,3183,0.28627451,20,161.5,0.190648567
255,428,203,37,27,999,-3.766141141,83.65475455,778.9,-865.05,14,985,0.346346346,7,105,0.195195195
255,458,340,36,35,1260,7.921666667,90.46338079,1134.825,-717.275,30,1230,0.307936508,10,67,0.207142857
255,461,176,30,31,930,-4.522204301,92.97575754,678.9,-829.9,16,914,0.313978495,4,38,0.17311828
256,161,198,12,12,144,9.120486111,60.02745225,479.175,-124.275,2,142,0.284722222,2,6,0.256944444
256,177,198,125,83,10375,-3.563428916,135.3194208,1263.15,-1955.025,303,10072,0.286168675,51,779.5,0.193156627
256,208,253,26,25,650,23.40361538,64.37815368,475.2,-163.075,22,628,0.321538462,2,17.5,0.081538462
256,209,362,50,34,1700,7.595911765,117.0124958,1029.575,-1174.85,57,1643,0.306470588,13,128,0.191176471
256,263,244,46,29,1334,-5.291323088,102.5837658,725.65,-1084.275,31,1303,0.27886057,10,76.5,0.212893553
256,271,216,27,26,702,-18.14918091,67.38349214,69.675,-918.775,0,702,0.314814815,4,38,0.166666667
256,328,253,25,27,675,-20.52381481,64.14676265,35.325,-547.575,0,675,0.317037037,7,28,0.154074074
256,364,348,48,38,1824,-1.783059211,87.68973491,948,-759.025,38,1786,0.301535088,13,90,0.176535088
256,415,181,62,47,2914,-1.873189774,134.4507929,635.125,-1103.775,92,2822,0.266300618,17,201,0.181537406
256,473,169,27,31,837,-7.19811828,125.3203362,1237.075,-1277.175,17,820,0.27479092,4,40,0.19832736
256,475,335,26,28,728,14.90741758,144.9471654,1119.025,-2331.625,30,698,0.273351648,7,35.5,0.229395604
257,229,197,134,85,11390,-3.105941615,137.4688702,1271.35,-1874.725,359,11031,0.274100088,59,596.5,0.175592625
257,235,217,3,1,3,179.8333333,132.5840808,354.425,33.325,1,2,0,0,0,0
257,259,255,26,29,754,24.08889257,68.69063954,636.2,-79.95,29,725,0.310344828,7,26.5,0.180371353
257,265,363,67,39,2613,8.565298507,119.1168514,989.65,-1302.9,79,2534,0.290853425,13,80,0.133562954
257,358,246,25,25,625,12.66272,51.28275773,537.075,-139.9,12,613,0.328,4,17,0.152
257,368,181,40,30,1200,0.105333333,125.7730741,944.9,-1291.4,25,1175,0.308333333,7,53.5,0.19
257,407,345,42,39,1638,-1.129929792,66.70463782,482.9,-575.825,23,1615,0.316849817,8,65.5,0.184981685
257,445,173,50,43,2150,-3.029616279,112.0043039,616.175,-964.025,47,2103,0.273023256,12,133.5,0.154418605
258,42,178,26,32,832,5.087560096,122.7684228,1110.075,-1052.95,31,801,0.277644231,8,26,0.159855769
258,262,201,112,80,8960,0.702921317,150.5643337,1403.625,-1790.825,352,8608,0.284933036,46,572,0.176227679
258,306,363,50,43,2150,2.64144186,125.8353215,981.875,-1257.45,73,2077,0.290232558,15,155,0.188372093
258,315,252,28,27,756,22.8911045,76.0021005,541.325,-367.825,29,727,0.316137566,6,26,0.170634921
258,339,249,25,25,625,-16.266,71.78837807,443.7,-611.05,3,622,0.2768,5,34,0.2336
258,407,177,40,30,1200,-1.0229375,115.1402976,718.425,-1150.55,29,1171,0.296666667,7,46,0.158333333
258,470,170,27,35,945,-11.50582011,130.3654893,1135.925,-1241.1,20,925,0.273015873,5,36,0.172486772
259,52,187,45,41,1845,-2.458387534,111.7817063,1144.5,-1012.3,45,1800,0.261788618,14,98.5,0.168563686
259,141,346,27,27,729,16.23758573,57.24226886,473.225,-258.575,22,707,0.316872428,7,41.5,0.21399177
259,306,199,121,81,9801,-0.056468728,142.1474521,1342.425,-1597.9,359,9442,0.276196306,48,618,0.184981124
259,365,362,63,40,2520,9.067063492,115.1809641,1017.875,-997.3,95,2425,0.297619048,16,112,0.173015873
259,396,242,25,24,600,-3.833333333,64.30571267,375.025,-551.125,10,590,0.318333333,5,54,0.138333333
259,439,175,32,34,1088,1.865625,86.62650935,511.4,-910.75,19,1069,0.299632353,8,46,0.191176471
260,82,191,63,44,2772,-0.274080087,117.5812452,998.75,-1172.925,82,2690,0.285714286,18,315,0.179292929
260,336,191,6,6,36,138.5,171.2183738,661.725,-2.05,6,30,0.138888889,0,0,0
260,356,195,123,70,8610,-0.812958769,134.0018553,1212.825,-1609.225,327,8283,0.280255517,46,615.5,0.189082462
260,367,204,1,1,1,-22.4,0,-22.4,-22.4,0,1,0,0,0,0
260,398,357,41,32,1312,5.271074695,110.1067281,783.125,-731.725,50,1262,0.269054878,11,38.5,0.148628049
260,462,167,25,28,700,-5.405071429,98.48162087,368.2,-1210.225,6,694,0.295714286,8,25,0.181428571
261,112,200,73,50,3650,1.914863014,129.0809916,1298.15,-1200.4,151,3499,0.262465753,21,197.5,0.17260274
261,178,198,27,25,675,14.19337037,51.24233312,566.525,-181.65,12,663,0.312592593,5,44.5,0.223703704
261,180,348,26,28,728,-0.146531593,65.40281016,963.55,-463.225,11,717,0.34478022,5,39.5,0.174450549
261,224,204,26,26,676,-29.9204142,74.96124518,38.725,-728.5,0,676,0.278106509,3,15.5,0.100591716
261,392,192,103,68,7004,-1.770106368,120.2712069,897.875,-1341.875,240,6764,0.269131925,44,399.5,0.194031982
261,432,355,37,32,1184,3.988429054,81.56357361,769.925,-463.75,25,1159,0.273648649,8,72,0.203547297
262,35,212,36,54,1944,4.710056584,188.9341199,2039.375,-2122.95,103,1841,0.2968107,8,79,0.193930041
262,155,199,83,93,7719,2.657031351,108.5134998,1446.65,-1533.475,225,7494,0.283326856,36,392,0.176188625
262,223,353,25,26,650,-4.901115385,61.93369477,588.475,-517.425,6,644,0.338461538,5,34.5,0.22
262,229,196,26,25,650,12.80388462,52.63957711,739.25,-54.95,8,642,0.313846154,5,24.5,0.163076923
262,285,198,26,25,650,-29.87192308,78.75616479,20.6,-745.925,0,650,0.292307692,1,11.5,0.086153846
262,419,190,1,2,2,-5.8125,7.1375,1.325,-12.95,0,2,0.5,0,0,0
262,424,178,88,52,4576,0.593274694,119.9823238,771.35,-1277.075,174,4402,0.274256993,31,322.5,0.21284965
263,57,213,55,59,3245,2.962103236,194.6161449,2028.525,-1880.775,178,3067,0.289368259,24,186,0.210169492
263,111,185,26,25,650,-18.57073077,59.80287249,207.375,-356.9,1,649,0.298461538,7,22,0.183076923
263,203,208,90,82,7380,5.974281843,125.7496387,1573,-1230.925,286,7094,0.269105691,42,452,0.162737127
263,332,191,32,35,1120,-19.72381696,61.57977267,71.925,-560.35,0,1120,0.305357143,7,60,0.141071429
263,448,171,68,48,3264,-0.04096201,121.9622936,1129.725,-890.125,118,3146,0.262254902,12,223.5,0.196078431
264,89,218,71,59,4189,4.517939842,216.4162166,1550.65,-1935.15,239,3950,0.267844354,23,361,0.217951778
264,139,207,24,25,600,-14.2495,47.79766218,62.775,-589.05,0,600,0.293333333,6,12.5,0.153333333
264,176,231,24,29,696,-6.821803161,106.6963076,815.15,-795.6,14,682,0.314655172,4,31,0.19683908
264,250,201,97,91,8827,5.429650504,116.1380843,1805.375,-1216.525,307,8520,0.276877761,45,534,0.171292625
264,448,375,31,32,992,11.46028226,74.16009899,559.35,-586.325,28,964,0.308467742,8,34,0.160282258
264,470,161,28,34,952,-15.54469538,177.5314802,1571.525,-2365.35,40,912,0.264705882,7,60,0.220588235
265,39,216,25,29,725,-8.361724138,96.55390839,218.725,-1005.6,3,722,0.304827586,7,58,0.252413793
265,128,220,83,63,5229,5.253389749,220.0829572,1751.375,-1989.425,299,4930,0.285905527,30,328,0.189711226
265,225,233,42,32,1344,-6.052362351,129.9684715,1273.25,-984.9,35,1309,0.303571429,9,229.5,0.175595238
265,300,204,92,82,7544,7.049307397,119.1369042,1633.1,-983.5,298,7246,0.280620361,44,448,0.175636267
266,65,222,28,30,840,-24.91794643,119.1618165,253.025,-1295.575,3,837,0.313095238,8,73,0.23452381
266,175,228,96,57,5472,3.318923611,244.0238469,1658.725,-2368.55,355,5117,0.274305556,22,452.5,0.173611111
266,222,175,50,31,1550,2.320822581,68.07424439,681.05,-665.425,29,1521,0.295483871,11,132.5,0.228387097
266,281,230,42,37,1554,-6.500305663,110.0344967,1255.475,-1165.875,32,1522,0.296010296,11,71.5,0.155727156
266,345,206,84,73,6132,9.821118721,110.448988,1220.325,-969.8,269,5863,0.266307893,36,307.5,0.176125245
267,56,215,24,27,648,-2.868209877,83.65909474,307.75,-1128.925,4,644,0.327160494,4,37.5,0.209876543
267,101,226,30,29,870,-43.14396552,157.1674921,291.075,-1677,1,869,0.295402299,9,45.5,0.193103448
267,151,367,25,26,650,14.23407692,47.15490186,328.725,-67.9,13,637,0.326153846,8,59,0.281538462
267,222,229,107,52,5564,3.180670381,247.134687,1678.025,-2119.625,356,5208,0.275161754,29,370,0.187095615
267,256,172,27,26,702,25.61492165,69.16414537,490.075,-197.875,29,673,0.284900285,7,26,0.190883191
267,283,180,28,38,1064,-16.05077538,48.9712596,34.1,-456.35,0,1064,0.321428571,8,51.5,0.172932331
267,333,230,37,30,1110,-5.983333333,82.91737772,679.45,-1080.75,21,1089,0.318918919,9,56,0.201801802
267,380,198,65,83,5395,10.84734476,99.44750983,1092.7,-935.65,216,5179,0.269694161,39,376,0.201853568
268,86,219,25,27,675,-6.784259259,108.899944,325.75,-1297.625,8,667,0.300740741,5,32,0.211851852
268,131,228,60,38,2280,-14.17470395,139.0759276,906.125,-2008.025,37,2243,0.274561404,12,102,0.156578947
268,275,223,114,75,8550,2.232073099,190.3548958,1819.7,-2126.45,324,8226,0.286783626,45,432.5,0.174035088
268,353,195,25,26,650,-15.81761538,49.59204421,54.625,-420.85,0,650,0.281538462,4,12.5,0.087692308
268,371,224,38,28,1064,-7.798378759,96.08507124,949.025,-1073.05,20,1044,0.32612782,10,58,0.193609023
268,422,195,52,80,4160,7.121911058,85.17714118,831.55,-645.875,128,4032,0.277884615,20,284,0.178605769
269,43,203,25,28,700,9.200607143,62.6147448,603.95,-541.8,8,692,0.287142857,6,23.5,0.18
269,120,218,38,38,1444,1.186270776,96.15005712,730.05,-1644.175,19,1425,0.302631579,11,82.5,0.220914127
269,181,233,72,42,3024,-12.51645999,157.2561499,1223.725,-2119.925,71,2953,0.299603175,16,212,0.200727513
269,317,231,92,54,4968,1.702048108,226.3603015,1696.375,-1986.4,295,4673,0.274557166,32,288,0.181763285
269,419,221,25,26,650,-8.388076923,82.34718298,571.075,-673.1,15,635,0.278461538,6,26,0.201538462
270,166,220,41,38,1558,-0.001909499,107.2660287,654.325,-1678.1,24,1534,0.311296534,13,65,0.207317073
270,208,232,30,30,900,26.81361111,82.63542624,859.875,-150.375,36,864,0.312222222,5,27,0.136666667
270,248,235,46,43,1978,-35.03705763,205.1016949,1232.225,-2175.1,44,1934,0.311425683,15,117.5,0.19413549
270,364,217,91,73,6643,7.234656782,169.9296005,1349.675,-1601.175,314,6329,0.278639169,33,802,0.187565859
271,40,170,26,31,806,4.724751861,125.2336551,1407.925,-1173.525,21,785,0.29280397,4,50,0.160049628
271,77,373,24,25,600,8.719041667,63.004266,799.725,-297.2,6,594,0.273333333,5,33.5,0.215
271,141,224,44,30,1320,-27.97827652,86.1534659,292.5,-1122.15,1,1319,0.29469697,12,67.5,0.151515152
271,217,221,43,36,1548,1.080749354,108.9121151,622.725,-1543.4,29,1519,0.329457364,15,55.5,0.211886305
271,264,231,32,29,928,24.65743534,89.49261615,814.05,-350.35,37,891,0.316810345,9,43.5,0.201508621
271,300,233,45,43,1935,-36.42250646,217.4817423,1052.4,-2036.175,57,1878,0.271834625,11,89.5,0.141602067
271,410,218,78,47,3666,7.458551555,171.342696,1041.725,-1346.325,199,3467,0.271140207,19,211,0.177304965
272,53,174,27,34,918,-6.148011983,118.8787515,430.75,-1104.925,22,896,0.284313725,6,36.5,0.179738562
272,144,216,31,35,1085,22.52834101,89.29255801,942.65,-535.25,38,1047,0.276497696,6,40,0.123502304
272,192,224,48,36,1728,-24.82880498,82.92547571,363.675,-1132.35,2,1726,0.30150463,17,89,0.171875
272,271,217,43,41,1763,1.240116279,102.7876604,704.275,-1718.775,35,1728,0.321610891,10,86,0.158820193
272,334,231,1,2,2,5.8625,2.3875,8.25,3.475,0,2,0,0,0,0
272,338,227,72,56,4032,-12.94949157,141.3795024,894.25,-1809.225,92,3940,0.295882937,30,315,0.197172619
272,339,222,10,13,130,-6.274423077,27.77686217,23.45,-192.175,0,130,0.307692308,2,5.5,0.161538462
272,340,213,1,1,1,2.425,0,2.425,2.425,0,1,0,0,0,0
272,444,214,68,50,3400,11.93044118,124.9055873,898.8,-1017,145,3255,0.275,17,202.5,0.155
273,75,177,36,35,1260,-5.107281746,135.4223714,419.525,-1157.5,37,1223,0.270634921,7,68.5,0.16031746
273,127,380,27,28,756,-11.01488095,57.60109004,352.675,-447.25,3,753,0.30952381,4,37,0.166666667
273,129,329,28,27,756,-10.62380952,122.2077403,1374.55,-599.125,14,742,0.314814815,4,93.5,0.161375661
273,193,211,28,45,1260,27.07920635,98.87445447,1087.925,-248.375,49,1211,0.295238095,7,92,0.199206349
273,201,408,44,27,1188,0.575694444,88.63265958,1004.825,-1043.725,13,1175,0.330808081,10,51,0.212962963
273,245,225,50,34,1700,-25.78057353,91.05843748,565.225,-1591.6,2,1698,0.305882353,14,65,0.156470588
273,324,215,43,41,1763,-1.058479864,92.17002077,718.275,-1363.9,26,1737,0.313669881,10,151,0.208167896
273,399,233,39,38,1482,-28.16879217,180.0523063,579.725,-1442.425,36,1446,0.290823212,7,69.5,0.209851552
273,468,210,53,43,2279,13.12634928,95.18976767,619.05,-774.75,75,2204,0.279947345,15,113.5,0.166301009
274,45,170,29,34,986,-4.584001014,146.4260784,729.075,-2308.1,19,967,0.31643002,5,39.5,0.197768763
274,103,345,26,27,702,20.32364672,82.86457178,571.125,-415.225,28,674,0.270655271,5,27.5,0.170940171
274,105,181,41,34,1394,-7.39865495,161.2008093,517.825,-1469.15,52,1342,0.279053085,6,71.5,0.180057389
